2024-11-03 13:45:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 13:55:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 14:05:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 14:15:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 14:25:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 14:35:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 14:45:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 14:55:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 15:05:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 15:15:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 15:25:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
2024-11-03 15:35:25,39.824,250611.406,40.353,0.987,264516.906,0,25354,0,1,25753,103.119,364408,279.266,0.563,549534,203.774,483459,215.128,0.947,506102
